Unnamed: 0,adm1_en,adm1_pcode,adm2_en,adm2_pcode,adm3_en,adm3_pcode,adm4_en,adm4_pcode,brgy_total_area
0,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Lomboy,PH015518016,1.0216
1,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Tapuac,PH015518031,1.044
2,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Pantal,PH015518022,3.2625
3,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Barangay I (T. Bugallon),PH015518024,0.1814
4,Region III,PH030000000,Nueva Ecija,PH034900000,Palayan City,PH034919000,Imelda Valley,PH034919017,6.3369
5,Region III,PH030000000,Nueva Ecija,PH034900000,Palayan City,PH034919000,Malate (Pob.),PH034919010,2.7096
6,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 45 - Dita (Bgy. 51),PH050506053,0.8428
7,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 62 - Homapon (Bgy. 55),PH050506056,7.0818
8,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 10 - Cabugao,PH050506072,0.0335
9,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 23 - Imperial Court Subd. (Pob.),PH050506020,0.0621
10,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 40 - Cruzada (Bgy. 52),PH050506051,1.4442
11,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 25 - Lapu-lapu (Pob.),PH050506022,0.0607
12,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 8 - Bagumbayan (Pob.),PH050506042,0.3669
13,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 16 - Kawit-East Washington Drive (Pob.),PH050506012,0.487
14,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 48 - Bagong Abre (Bgy. 42),PH050506003,1.267
15,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 4 - Sagpon Pob. (Sagpon 1),PH050506038,0.1126
16,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 11 - Maoyod Pob. (Bgy. 10 & 11),PH050506007,0.1751
17,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 9 - Pinaric (Pob.),PH050506043,0.2623
18,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Our Lady Of Fatima,PH063022084,0.1906
19,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Kauswagan,PH063022081,0.0434
20,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Abeto Mirasol Taft South (Quirino Abeto),PH063022178,0.544
21,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Villa Anita,PH063022189,0.1176
22,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Guzman-Jesena,PH063022064,0.8889
23,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Camalig,PH063022033,0.5585
24,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Katilingban,PH063022080,0.0484
25,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Luna (Jaro),PH063022097,0.0387
26,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,San Jose (Jaro),PH063022154,0.038
27,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Cubay,PH063022041,1.0505
28,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Timawa Tanza II,PH063022186,0.0446
29,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,San Roque,PH063022161,0.0545
30,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Bonifacio (Arevalo),PH063022023,0.3728
31,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,South Fundidor,PH063022060,0.7899
32,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,San Pedro (Jaro),PH063022159,0.0616
33,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Tap-oc,PH063022181,0.0601
34,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Balantang,PH063022011,1.9534
35,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Mabolo-Delgado,PH063022043,0.0524
36,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Tacas,PH063022177,3.6503
37,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Navais,PH063022115,1.2421
38,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Infante,PH063022071,0.0897
39,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Veterans Village,PH063022188,0.2329
40,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Desamparados,PH063022045,0.0271
41,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Santo Niño Sur,PH063022168,0.9807
42,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Hipodromo,PH063022069,0.0535
43,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Santo Rosario-Duran,PH063022169,0.1146
44,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Tabok,PH072230023,1.3382
45,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Alang-alang,PH072230001,0.7962
46,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Jagobiao,PH072230014,1.2166
47,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Cambaro,PH072230006,0.4199
48,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Cubacub,PH072230011,0.6751
49,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Tawason,PH072230024,1.2288
50,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 103-A (San Paglaum),PH083747022,9.3442
51,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 39,PH083747063,0.0851
52,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 90 (San Jose),PH083747123,0.0548
53,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 95 (Caibaan),PH083747129,1.1056
54,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 44-A,PH083747071,0.0425
55,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 13,PH083747034,0.0174
56,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 94 (Tigbao),PH083747128,0.9667
57,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 26,PH083747048,0.0142
58,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 22,PH083747044,0.0123
59,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 99 (Diit),PH083747133,2.016
60,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 43,PH083747067,0.0158
61,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 49,PH083747076,0.14
62,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 80 (Marasbaras),PH083747112,0.0913
63,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 36,PH083747059,0.0131
64,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 50,PH083747077,0.0627
65,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 58,PH083747087,0.0293
66,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 91 (Abucay),PH083747124,3.2724
67,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 6,PH083747012,0.1151
68,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 87,PH083747120,0.8421
69,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 81 (Marasbaras),PH083747113,0.1492
70,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 83-C (San Jose),PH083747151,0.2116
71,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 38,PH083747062,0.0239
72,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Barangay Zone II (Pob.),PH097332062,0.1521
73,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Dulian (Upper Pasonanca),PH097332028,9.1151
74,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Recodo,PH097332067,1.7317
75,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Tumalutab,PH097332095,0.9609
76,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Patalon,PH097332060,16.0204
77,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Lamisahan,PH097332034,13.722
78,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Unclaimed Area under Jurisdiction of Zamboanga City,PH097332902,59.6061
79,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Dulian (Upper Bunguiao),PH097332027,35.3671
80,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Pangapuyan,PH097332056,0.1883
81,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Lumbangan,PH097332044,4.8957
82,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Campo Islam,PH097332020,0.3046
83,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Tulungatung,PH097332093,3.7107
84,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Balubal,PH104305004,15.945
85,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Agusan,PH104305001,6.2792
86,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Baikingon,PH104305002,5.5726
87,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 37 (Pob.),PH104305081,0.0302
88,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Balulang,PH104305005,7.1885
89,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Canito-an,PH104305043,9.3984
90,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 1 (Pob.),PH104305073,0.0866
91,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 40 (Pob.),PH104305032,0.1572
92,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 31 (Pob.),PH104305078,0.2707
93,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Barangay 8 (Pob.),PH104305034,0.0289
94,Region X,PH100000000,Misamis Oriental,PH104300000,Cagayan de Oro City,PH104305000,Macabalan,PH104305055,0.4044
95,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Catigan,PH112402032,23.2927
96,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 27-C (Pob.),PH112402160,0.3128
97,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Manambulan,PH112402068,7.7238
98,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Daliaon Plantation,PH112402041,10.4038
99,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Malamba,PH112402067,102.9197
100,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 32-D (Pob.),PH112402165,0.1536
101,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Cawayan,PH112402033,8.5501
102,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Tacunan,PH112402110,8.0289
103,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Dalag,PH112402038,33.026
104,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 2-A (Pob.),PH112402135,0.2119
105,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 15-B (Pob.),PH112402148,0.3056
106,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Sumimao,PH112402108,27.787
107,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Camansi,PH112402028,3.5919
108,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Paradise Embak,PH112402092,22.6126
109,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 29-C (Pob.),PH112402162,0.1016
110,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Lapu-lapu,PH112402186,0.6423
111,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Talandang,PH112402115,13.2134
112,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Santo Niño,PH112402193,1.5077
113,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Catalunan Grande,PH112402030,16.0458
114,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Buda,PH112402178,19.4714
115,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Wilfredo Aquino,PH112402196,0.6745
116,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Ilang,PH112402049,4.9212
117,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Marilog,PH112402073,173.0525
118,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,San Isidro (Licanan),PH112402100,8.0747
119,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Mulig,PH112402081,9.3236
120,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Daliao,PH112402040,1.8976
121,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Vicente Hizon Sr.,PH112402198,2.2045
122,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Centro (San Juan),PH112402179,0.5183
123,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Dumoy,PH112402043,5.4992
124,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Acacia,PH112402001,11.7316
125,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 4-A (Pob.),PH112402137,0.231
126,Region XI,PH110000000,Davao del Sur,PH112400000,Davao City,PH112402000,Barangay 7-A (Pob.),PH112402140,0.2006
127,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Wack-wack Greenhills,PH137401027,2.8749
128,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Daang Bakal,PH137401009,0.1731
129,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Pleasant Hills,PH137401023,0.207
130,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Barangka Ibaba,PH137401004,0.1599
131,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Barangka Ilaya,PH137401005,0.4823
132,National Capital Region,PH130000000,"NCR, Second District",PH137400000,City of Mandaluyong,PH137401000,Pag-asa,PH137401021,0.1225
133,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,Sipac-Almacen,PH137503001,0.2223
134,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,Bagumbayan North,PH137503002,0.0676
135,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,San Rafael Village,PH137503011,0.4287
136,National Capital Region,PH130000000,"NCR, Third District",PH137500000,City of Navotas,PH137503000,San Roque,PH137503012,0.3004
137,National Capital Region,PH130000000,"NCR, Fourth District",PH137600000,City of Muntinlupa,PH137603000,Alabang,PH137603001,3.944
138,National Capital Region,PH130000000,"NCR, Fourth District",PH137600000,City of Muntinlupa,PH137603000,Putatan,PH137603006,4.2887
139,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Pogo Chico,PH015518025,0.4304
140,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Barangay IV (Zamora),PH015518004,0.1034
141,Region I,PH010000000,Pangasinan,PH015500000,Dagupan City,PH015518000,Poblacion Oeste,PH015518023,0.6012
142,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 49 - Bigaa (Bgy. 44),PH050506045,2.0332
143,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 47 - Arimbay,PH050506001,1.076
144,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 68 - San Francisco (Bgy. 62),PH050506065,6.3914
145,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 37 - Bitano (Pob.),PH050506035,0.6045
146,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 69 - Buenavista (Bgy.47),PH050506048,13.2367
147,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 66 - Banquerohan (Bgy. 43),PH050506004,14.9492
148,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 64 - Bagacay (Bgy. 41 Bagacay),PH050506002,3.774
149,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 51 - Buyuan (Bgy. 49),PH050506049,3.9655
150,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 44 - Pawa (Bgy. 61),PH050506062,2.7096
151,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 52 - Matanag,PH050506071,2.0787
152,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 18 - Cabagñan West (Pob.),PH050506017,0.4889
153,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 50 - Padang (Bgy. 60),PH050506061,11.3811
154,Region V,PH050000000,Albay,PH050500000,Legazpi City,PH050506000,Bgy. 15 - Ilawod East Pob. (Ilawod 3),PH050506011,0.2601
155,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Our Lady Of Lourdes,PH063022124,0.2331
156,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,"Libertad, Santa Isabel",PH063022091,0.0458
157,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Railway,PH063022139,0.0664
158,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,North Fundidor,PH063022117,0.6989
159,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Obrero-Lapuz,PH063022121,0.3138
160,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Gloria,PH063022062,0.0235
161,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Simon Ledesma,PH063022170,0.06
162,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Lopez Jaena (Jaro),PH063022093,0.048
163,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,San Nicolas,PH063022157,0.1468
164,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Jalandoni Estate-Lapuz,PH063022073,0.1296
165,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Marcelo H. del Pilar,PH063022106,0.2982
166,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,So-oc,PH063022171,2.2546
167,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Loboc-Lapuz,PH063022094,1.4025
168,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Bolilao,PH063022021,0.3538
169,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Alalasan Lapuz,PH063022005,0.0729
170,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,San Juan,PH063022156,0.3183
171,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Tabuc Suba (La Paz),PH063022201,0.9401
172,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Bonifacio Tanza,PH063022022,0.0428
173,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Buhang Taft North,PH063022025,0.3304
174,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Santa Cruz,PH063022001,0.5633
175,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Rizal Palapala II,PH063022126,0.028
176,Region VI,PH060000000,Iloilo,PH063000000,Iloilo City,PH063022000,Rizal Estanzuela,PH063022137,0.0351
177,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Tingub,PH072230025,1.048
178,Region VII,PH070000000,Cebu,PH072200000,Mandaue City,PH072230000,Ibabao-Estancia,PH072230013,0.5616
179,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 32,PH083747054,0.0147
180,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 78 (Marasbaras),PH083747109,0.4664
181,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 41,PH083747065,0.0134
182,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 5-A,PH083747137,0.024
183,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 82 (Marasbaras),PH083747114,0.5549
184,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 62-B,PH083747149,0.1871
185,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 98 (Camansinay),PH083747132,8.0852
186,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 66,PH083747096,0.0667
187,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 68,PH083747099,0.1196
188,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 48-A,PH083747140,0.0238
189,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 28,PH083747050,0.0157
190,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 35,PH083747057,0.0085
191,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 85 (San Jose),PH083747118,0.0695
192,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 103 (Palanog),PH083747021,2.3857
193,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 84 (San Jose),PH083747117,1.099
194,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 5,PH083747011,0.0281
195,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 79 (Marasbaras),PH083747110,0.241
196,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 12 (Palanog Resettlement),PH083747032,0.8456
197,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 18,PH083747039,0.0075
198,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 48,PH083747075,0.0114
199,Region VIII,PH080000000,Leyte,PH083700000,Tacloban City,PH083747000,Barangay 52,PH083747081,0.0442
200,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Malagutay,PH097332047,4.0673
201,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Manicahan,PH097332051,8.8756
202,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Barangay Zone I (Pob.),PH097332061,0.1809
203,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Tigtabon,PH097332090,1.7881
204,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Pasonanca Natural Park under Jurisdiction of Zamboanga City,PH097332901,141.3155
205,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Sinunoc,PH097332080,8.7233
206,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Lapakan,PH097332038,11.2316
207,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Licomo,PH097332100,66.194
208,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Tugbungan,PH097332092,3.1236
209,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Vitali,PH097332097,112.9383
210,Region IX,PH090000000,Zamboanga del Sur,PH097300000,Zamboanga City,PH097332000,Tumitus,PH097332096,12.7632
